order,park,landbird?,Common Name,Latin Name,4-letter code,Present in GULN point count,‘Present’ in NPSpecies & classified as park breeding,landbird or not,food,where,guild
1404,BITH,yes,Eastern Phoebe,Sayornis phoebe,EAPH,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1799,BITH,no,American Woodcock,Scolopax minor,AMWO,no,nob,not landbird,NA,NA,NA_NA
1413,BITH,yes,Ovenbird,Seiurus aurocapilla,OVEN,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1418,BITH,yes,Rufous Hummingbird,Selasphorus rufus,RUHU,no,no,,Nectarivore,NA,Nectarivore_NA
1425,BITH,yes,Northern Parula,Setophaga americana,NOPA,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1431,BITH,yes,Black-throated Blue Warbler,Setophaga caerulescens,BTBW,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1437,BITH,yes,Bay-breasted Warbler,Setophaga castanea,BBWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1444,BITH,yes,Cerulean Warbler,Setophaga cerulea,CERW,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1451,BITH,yes,Hooded Warbler,Setophaga citrina,HOWA,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1459,BITH,yes,Yellow-rumped Warbler,Setophaga coronata,YRWA,no,nob,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1463,BITH,yes,Prairie Warbler,Setophaga discolor,PRAW,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1469,BITH,yes,Yellow-throated Warbler,Setophaga dominica,YTWA,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1477,BITH,yes,Blackburnian Warbler,Setophaga fusca,BLBW,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1484,BITH,yes,Magnolia Warbler,Setophaga magnolia,MAWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1612,BITH,yes,Palm Warbler,Setophaga palmarum,PAWA,no,no,,Insectivore,ground gleaner,Insectivore_ground gleaner
1619,BITH,yes,Chestnut-sided Warbler,Setophaga pensylvanica,CSWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1626,BITH,yes,Yellow Warbler,Setophaga petechia,YEWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1633,BITH,yes,Pine Warbler,Setophaga pinus,PIWA,yes,yes,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
1641,BITH,yes,American Redstart,Setophaga ruticilla,AMRE,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1647,BITH,yes,Blackpoll Warbler,Setophaga striata,BLPW,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1652,BITH,yes,Cape May Warbler,Setophaga tigrina,CMWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1659,BITH,yes,Black-throated Green Warbler,Setophaga virens,BTNW,no,nob,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1666,BITH,yes,Eastern Bluebird,Sialia sialis,EABL,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1671,BITH,yes,Red-breasted Nuthatch,Sitta canadensis,RBNU,no,nob,,Insectivore, bark gleaner,Insectivore_ bark gleaner
1675,BITH,yes,White-breasted Nuthatch,Sitta carolinensis,WBNU,no,yes,,Insectivore, bark gleaner,Insectivore_ bark gleaner
1678,BITH,yes,Brown-headed Nuthatch,Sitta pusilla,BHNU,no,yes,,Insectivore, bark gleaner,Insectivore_ bark gleaner
1685,BITH,yes,Yellow-bellied Sapsucker,Sphyrapicus varius,YBSA,no,nob,,Insectivore,bark excavator,Insectivore_bark excavator
1690,BITH,yes,Pine Siskin,Spinus pinus,PISI,no,no,,Granivore, lower to upper canopy gleaner,Granivore_ lower to upper canopy gleaner
1699,BITH,yes,American Goldfinch,Spinus tristis,AMGO,no,no,,Granivore, lower to upper canopy gleaner,Granivore_ lower to upper canopy gleaner
1707,BITH,yes,Dickcissel,Spiza americana,DICK,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1712,BITH,yes,Clay-colored Sparrow,Spizella pallida,CCSP,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1720,BITH,yes,Chipping Sparrow,Spizella passerina,CHSP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1727,BITH,yes,Field Sparrow,Spizella pusilla,FISP,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1734,BITH,yes,Northern Rough-winged Swallow,Stelgidopteryx serripennis,NRWS,no,no,,Insectivore, air hawker above canopy,Insectivore_ air hawker above canopy
1893,BITH,no,Forster's Tern,Sterna forsteri,FOTE,no,no,not landbird,NA,NA,NA_NA
1894,BITH,no,Common Tern,Sterna hirundo,COTE,no,no,not landbird,NA,NA,NA_NA
1895,BITH,no,Least Tern,Sternula antillarum,LETE,no,no,not landbird,NA,NA,NA_NA
1798,BITH,no,Barred Owl,Strix varia,BADO,no,yes,not landbird,NA,NA,NA_NA
1748,BITH,yes,Eastern Meadowlark,Sturnella magna,EAME,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1751,BITH,yes,Western Meadowlark,Sturnella neglecta,WEME,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1759,BITH,yes,European Starling,Sturnus vulgaris,EUST,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1766,BITH,yes,Tree Swallow,Tachycineta bicolor,TRES,no,no,,Insectivore, air hawker above canopy,Insectivore_ air hawker above canopy
1770,BITH,yes,Bewick's Wren,Thryomanes bewickii,BEWR,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1906,BITH,yes,Carolina Wren,Thryothorus ludovicianus,CARW,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1919,BITH,yes,Brown Thrasher,Toxostoma rufum,BRTH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1896,BITH,no,Lesser Yellowlegs,Tringa flavipes,LEYE,no,no,not landbird,NA,NA,NA_NA
1897,BITH,no,Greater Yellowlegs,Tringa melanoleuca,GRYE,no,no,not landbird,NA,NA,NA_NA
1898,BITH,no,Willet,Tringa semipalmata,WILL,no,no,not landbird,NA,NA,NA_NA
1899,BITH,no,Solitary Sandpiper,Tringa solitaria,SOSA,no,no,not landbird,NA,NA,NA_NA
1927,BITH,yes,House Wren,Troglodytes aedon,HOWR,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1934,BITH,yes,Winter Wren,Troglodytes troglodytes,WIWR,no,nob,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1900,BITH,no,Buff-breasted Sandpiper,Tryngites subruficollis,BBSA,no,no,not landbird,NA,NA,NA_NA
1941,BITH,yes,American Robin,Turdus migratorius,AMRO,no,noc,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1955,BITH,yes,Scissor-tailed Flycatcher,Tyrannus forficatus,STFL,no,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1965,BITH,yes,Eastern Kingbird,Tyrannus tyrannus,EAKI,no,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1971,BITH,yes,Western Kingbird,Tyrannus verticalis,WEKI,no,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1901,BITH,no,Barn Owl,Tyto alba,BANO,no,no,not landbird,NA,NA,NA_NA
1978,BITH,yes,Golden-winged Warbler,Vermivora chrysoptera,GWWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1984,BITH,yes,Blue-winged Warbler,Vermivora cyanoptera,BWWA,no,nob,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1991,BITH,yes,Bell's Vireo,Vireo bellii,BEVI,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1998,BITH,yes,Yellow-throated Vireo,Vireo flavifrons,YTVI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2006,BITH,yes,Warbling Vireo,Vireo gilvus,WAVI,no,noc,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2014,BITH,yes,White-eyed Vireo,Vireo griseus,WEVI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2021,BITH,yes,Red-eyed Vireo,Vireo olivaceus,REVI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2028,BITH,yes,Philadelphia Vireo,Vireo philadelphicus,PHVI,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2035,BITH,yes,Blue-headed Vireo,Vireo solitarius,BHVI,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
2040,BITH,yes,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,YHBL,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
2053,BITH,yes,Mourning Dove,Zenaida macroura,MODO,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
2060,BITH,yes,White-throated Sparrow,Zonotrichia albicollis,WTSP,no,nob,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
2066,BITH,yes,White-crowned Sparrow,Zonotrichia leucophrys,WCSP,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
2067,BITH,yes,Harris's Sparrow,Zonotrichia querula,HASP,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1223,GUIS-FL,no,Cooper's Hawk,Accipiter cooperii,COHA,yes,yes,not landbird,NA,NA,NA_NA
1289,GUIS-FL,no,Sharp-shinned Hawk,Accipiter striatus,SSHA,no,yes,not landbird,NA,NA,NA_NA
1291,GUIS-FL,no,Spotted Sandpiper,Actitis macularius,SPSA,no,yes,not landbird,NA,NA,NA_NA
84,GUIS-FL,yes,Red-winged Blackbird,Agelaius phoeniceus,RWBL,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1247,GUIS-FL,no,Wood Duck,Aix sponsa,WODU,no,yes,not landbird,NA,NA,NA_NA
93,GUIS-FL,yes,Seaside Sparrow,Ammodramus maritimus,SESP,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
96,GUIS-FL,yes,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,NESP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
101,GUIS-FL,yes,Grasshopper Sparrow,Ammodramus savannarum,GRSP,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1309,GUIS-FL,no,Northern Pintail,Anas acuta,NOPI,no,no,not landbird,NA,NA,NA_NA
1251,GUIS-FL,no,American Wigeon,Anas americana,AMWI,no,yes,not landbird,NA,NA,NA_NA
1310,GUIS-FL,no,Northern Shoveler,Anas clypeata,NSHO,no,no,not landbird,NA,NA,NA_NA
1265,GUIS-FL,no,Green-winged Teal,Anas crecca,GWTE,no,yes,not landbird,NA,NA,NA_NA
1302,GUIS-FL,no,Blue-winged Teal,Anas discors,BWTE,no,no,not landbird,NA,NA,NA_NA
1228,GUIS-FL,no,Mottled Duck,Anas fulvigula,MODU,no,yes,not landbird,NA,NA,NA_NA
1272,GUIS-FL,no,Mallard,Anas platyrhynchos,MALL,no,yes,not landbird,NA,NA,NA_NA
1260,GUIS-FL,no,Gadwall,Anas strepera,GADW,no,yes,not landbird,NA,NA,NA_NA
1299,GUIS-FL,no,Anhinga,Anhinga anhinga,ANHI,no,no,not landbird,NA,NA,NA_NA
108,GUIS-FL,yes,American Pipit,Anthus rubescens,AMPI,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
120,GUIS-FL,yes,Ruby-throated Hummingbird,Archilochus colubris,RTHU,no,noa,,Nectarivore,NA,Nectarivore_NA
1227,GUIS-FL,no,Great Egret,Ardea alba,GREG,no,yes,not landbird,NA,NA,NA_NA
1207,GUIS-FL,no,Great Blue Heron,Ardea herodias,GBHE,yes,yes,not landbird,NA,NA,NA_NA
1287,GUIS-FL,no,Ruddy Turnstone,Arenaria interpres,RUTU,no,yes,not landbird,NA,NA,NA_NA
1290,GUIS-FL,no,Short-eared Owl,Asio flammeus,SEOW,no,yes,not landbird,NA,NA,NA_NA
1255,GUIS-FL,no,Burrowing Owl,Athene cunicularia,BUOW,no,yes,not landbird,NA,NA,NA_NA
1270,GUIS-FL,no,Lesser Scaup,Aythya affinis,LESC,no,yes,not landbird,NA,NA,NA_NA
1282,GUIS-FL,no,Redhead,Aythya americana,REDH,no,yes,not landbird,NA,NA,NA_NA
1285,GUIS-FL,no,Ring-necked Duck,Aythya collaris,RNDU,no,yes,not landbird,NA,NA,NA_NA
1263,GUIS-FL,no,Greater Scaup,Aythya marila,GRSC,no,yes,not landbird,NA,NA,NA_NA
1256,GUIS-FL,no,Canvasback,Aythya valisineria,CANV,no,yes,not landbird,NA,NA,NA_NA
135,GUIS-FL,yes,Tufted Titmouse,Baeolophus bicolor,TUTI,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1319,GUIS-FL,no,Upland Sandpiper,Bartramia longicauda,UPSA,no,no,not landbird,NA,NA,NA_NA
142,GUIS-FL,yes,Cedar Waxwing,Bombycilla cedrorum,CEDW,no,yes,,Frugivore, upper-canopy gleaner,Frugivore_ upper-canopy gleaner
1297,GUIS-FL,no,American Bittern,Botaurus lentiginosus,AMBI,no,no,not landbird,NA,NA,NA_NA
1221,GUIS-FL,no,Great Horned Owl,Bubo virginianus,GHOW,yes,yes,not landbird,NA,NA,NA_NA
1225,GUIS-FL,no,Cattle Egret,Bubulcus ibis,CAEG,no,yes,not landbird,NA,NA,NA_NA
1237,GUIS-FL,no,Bufflehead,Bucephala albeola,BUFF,no,yes,not landbird,NA,NA,NA_NA
1257,GUIS-FL,no,Common Goldeneye,Bucephala clangula,COGO,no,yes,not landbird,NA,NA,NA_NA
1283,GUIS-FL,no,Red-tailed Hawk,Buteo jamaicensis,RTHA,no,yes,not landbird,NA,NA,NA_NA
1224,GUIS-FL,no,Broad-winged Hawk,Buteo platypterus,BWHA,yes,noa,not landbird,NA,NA,NA_NA
1208,GUIS-FL,no,Green Heron,Butorides virescens,GRHE,yes,yes,not landbird,NA,NA,NA_NA
1231,GUIS-FL,no,Sanderling,Calidris alba,SAND,no,yes,not landbird,NA,NA,NA_NA
1259,GUIS-FL,no,Dunlin,Calidris alpina,DUNL,no,yes,not landbird,NA,NA,NA_NA
1300,GUIS-FL,no,Baird's Sandpiper,Calidris bairdii,BASA,no,no,not landbird,NA,NA,NA_NA
1280,GUIS-FL,no,Red Knot,Calidris canutus,REKN,no,yes,not landbird,NA,NA,NA_NA
1322,GUIS-FL,no,White-rumped Sandpiper,Calidris fuscicollis,WRSA,no,no,not landbird,NA,NA,NA_NA
1317,GUIS-FL,no,Stilt Sandpiper,Calidris himantopus,STSA,no,no,not landbird,NA,NA,NA_NA
1320,GUIS-FL,no,Western Sandpiper,Calidris mauri,WESA,no,no,not landbird,NA,NA,NA_NA
1311,GUIS-FL,no,Pectoral Sandpiper,Calidris melanotos,PESA,no,no,not landbird,NA,NA,NA_NA
1269,GUIS-FL,no,Least Sandpiper,Calidris minutilla,LESA,no,yes,not landbird,NA,NA,NA_NA
1313,GUIS-FL,no,Semipalmated Sandpiper,Calidris pusilla,SESA,no,no,not landbird,NA,NA,NA_NA
154,GUIS-FL,yes,Chuck-will's-widow,Caprimulgus carolinensis,CWWI,no,yes,,Insectivore,nocturnal,Insectivore_nocturnal
162,GUIS-FL,yes,Whip-poor-will,Caprimulgus vociferus,EWPW,no,no,,Insectivore,nocturnal,Insectivore_nocturnal
169,GUIS-FL,yes,Canada Warbler,Cardellina canadensis,CAWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
175,GUIS-FL,yes,Wilson's Warbler,Cardellina pusilla,WIWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
183,GUIS-FL,yes,Northern Cardinal,Cardinalis cardinalis,NOCA,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
1293,GUIS-FL,no,Turkey Vulture,Cathartes aura,TUVU,no,yes,not landbird,NA,NA,NA_NA
192,GUIS-FL,yes,Veery,Catharus fuscescens,VEER,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
199,GUIS-FL,yes,Hermit Thrush,Catharus guttatus,HETH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
206,GUIS-FL,yes,Gray-cheeked Thrush,Catharus minimus,GCTH,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
213,GUIS-FL,yes,Swainson's Thrush,Catharus ustulatus,SWTH,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
221,GUIS-FL,yes,Brown Creeper,Certhia americana,BRCR,no,yes,,Insectivore, bark gleaner,Insectivore_ bark gleaner
228,GUIS-FL,yes,Belted Kingfisher,Ceryle alcyon,BEKI,no,yes,,Carnivore,freshwater-forager,Carnivore_freshwater-forager
236,GUIS-FL,yes,Chimney Swift,Chaetura pelagica,CHSW,yes,yes,,Insectivore,air hawker above canopy,Insectivore_air hawker above canopy
1245,GUIS-FL,no,Snowy Plover,Charadrius alexandrinus,SNPL,no,yes,not landbird,NA,NA,NA_NA
1278,GUIS-FL,no,Piping Plover,Charadrius melodus,PIPL,no,yes,not landbird,NA,NA,NA_NA
1288,GUIS-FL,no,Semipalmated Plover,Charadrius semipalmatus,SEPL,no,yes,not landbird,NA,NA,NA_NA
1219,GUIS-FL,no,Killdeer,Charadrius vociferus,KILL,yes,yes,not landbird,NA,NA,NA_NA
1218,GUIS-FL,no,Wilson's Plover,Charadrius wilsonia,WIPL,yes,yes,not landbird,NA,NA,NA_NA
1220,GUIS-FL,no,Black Tern,Chlidonias niger,BLTE,yes,noa,not landbird,NA,NA,NA_NA
245,GUIS-FL,yes,Lark Sparrow,Chondestes grammacus,LASP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
251,GUIS-FL,yes,Lesser Nighthawk,Chordeiles acutipennis,LENI,no,no,,Insectivore,nocturnal,Insectivore_nocturnal
258,GUIS-FL,yes,Common Nighthawk,Chordeiles minor,CONI,yes,yes,,Insectivore,nocturnal,Insectivore_nocturnal
1254,GUIS-FL,no,Bonaparte's Gull,Chroicocephalus philadelphia,BOGU,no,yes,not landbird,NA,NA,NA_NA
1274,GUIS-FL,no,Northern Harrier,Circus cyaneus,NOHA,no,yes,not landbird,NA,NA,NA_NA
263,GUIS-FL,yes,Marsh Wren,Cistothorus palustris,MAWR,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
268,GUIS-FL,yes,Sedge Wren,Cistothorus platensis,SEWR,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
276,GUIS-FL,yes,Yellow-billed Cuckoo,Coccyzus americanus,YBCU,no,no,,Insectivore,upper canopy foliage gleaner,Insectivore_upper canopy foliage gleaner
283,GUIS-FL,yes,Black-billed Cuckoo,Coccyzus erythropthalmus,BBCU,no,no,,Insectivore,upper canopy foliage gleaner,Insectivore_upper canopy foliage gleaner
292,GUIS-FL,yes,Northern Flicker,Colaptes auratus,NOFL,yes,yes,,Insectivore,ground gleaner,Insectivore_ground gleaner
300,GUIS-FL,yes,Rock Dove,Columba livia,ROPI,yes,yes,,Granivore,ground to undergrowth gleaner,Granivore_ground to undergrowth gleaner
310,GUIS-FL,yes,Common Ground Dove,Columbina passerina,COGD,no,yes,,Granivore,ground to undergrowth gleaner,Granivore_ground to undergrowth gleaner
322,GUIS-FL,yes,Eastern Wood-pewee,Contopus virens,EAWP,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1236,GUIS-FL,no,Black Vulture,Coragyps atratus,BLVU,no,yes,not landbird,NA,NA,NA_NA
333,GUIS-FL,yes,Fish Crow,Corvus ossifragus,FICR,yes,yes,,Omnivore, ground forager,Omnivore_ ground forager
339,GUIS-FL,yes,Groove-billed Ani,Crotophaga sulcirostris,GBAN,no,no,,Insectivore,ground gleaner,Insectivore_ground gleaner
345,GUIS-FL,yes,Blue Jay,Cyanocitta cristata,BLJA,yes,yes,,Omnivore, ground forager,Omnivore_ ground forager
353,GUIS-FL,yes,Bobolink,Dolichonyx oryzivorus,BOBO,no,no,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
358,GUIS-FL,yes,Pileated Woodpecker,Dryocopus pileatus,PIWO,no,yes,,Insectivore,bark excavator,Insectivore_bark excavator
424,GUIS-FL,yes,Gray Catbird,Dumetella carolinensis,GRCA,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1242,GUIS-FL,no,Little Blue Heron,Egretta caerulea,LBHE,no,yes,not landbird,NA,NA,NA_NA
1244,GUIS-FL,no,Reddish Egret,Egretta rufescens,REEG,no,yes,not landbird,NA,NA,NA_NA
1216,GUIS-FL,no,Snowy Egret,Egretta thula,SNEG,yes,yes,not landbird,NA,NA,NA_NA
1229,GUIS-FL,no,Tricolored Heron,Egretta tricolor,TRHE,no,yes,not landbird,NA,NA,NA_NA
427,GUIS-FL,yes,Caribbean Elaenia,Elaenia martinica,CAEL,no,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1318,GUIS-FL,no,Swallow-tailed Kite,Elanoides forficatus,STKI,no,no,not landbird,NA,NA,NA_NA
435,GUIS-FL,yes,Yellow-bellied Flycatcher,Empidonax flaviventris,YBFL,no,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
442,GUIS-FL,yes,Least Flycatcher,Empidonax minimus,LEFL,no,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
452,GUIS-FL,yes,Acadian Flycatcher,Empidonax virescens,ACFL,no,yes,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
1298,GUIS-FL,no,White Ibis,Eudocimus albus,WHIB,no,no,not landbird,NA,NA,NA_NA
462,GUIS-FL,yes,Rusty Blackbird,Euphagus carolinus,RUBL,yes,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
468,GUIS-FL,yes,Brewer's Blackbird,Euphagus cyanocephalus,BRBL,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
1308,GUIS-FL,no,Merlin,Falco columbarius,MERL,no,no,not landbird,NA,NA,NA_NA
1276,GUIS-FL,no,Peregrine Falcon,Falco peregrinus,PEFA,no,yes,not landbird,NA,NA,NA_NA
1250,GUIS-FL,no,American Kestrel,Falco sparverius,AMKE,no,yes,not landbird,NA,NA,NA_NA
1249,GUIS-FL,no,American Coot,Fulica americana,AMCO,no,yes,not landbird,NA,NA,NA_NA
1295,GUIS-FL,no,Wilson's Snipe,Gallinago delicata,WISN,no,yes,not landbird,NA,NA,NA_NA
1238,GUIS-FL,no,Common Gallinule,Gallinula galeata,COGA,no,yes,not landbird,NA,NA,NA_NA
1258,GUIS-FL,no,Common Loon,Gavia immer,COLO,no,yes,not landbird,NA,NA,NA_NA
1209,GUIS-FL,no,Gull-billed Tern,Gelochelidon nilotica,GBTE,yes,yes,not landbird,NA,NA,NA_NA
478,GUIS-FL,yes,Kentucky Warbler,Geothlypis formosa,KEWA,no,no,,Insectivore, ground gleaner,Insectivore_ ground gleaner
484,GUIS-FL,yes,Mourning Warbler,Geothlypis philadelphia,MOWA,no,no,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
491,GUIS-FL,yes,Common Yellowthroat,Geothlypis trichas,COYE,yes,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
1232,GUIS-FL,no,American Oystercatcher,Haematopus palliatus,AMOY,no,noa,not landbird,NA,NA,NA_NA
499,GUIS-FL,yes,House Finch,Haemorhous mexicanus,HOFI,yes,noa,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
